",Bladder cancer,[Blood in urine,Retention of urine,Symptoms of bladder,Bladder mass,Excessive urination at night,Groin mass,Kidney mass,Penis redness,Symptoms of prostate,Mass in scrotum,Penile discharge,Pain during intercourse,],Bladder cancer "
",Acute bronchospasm,[Cough,Shortness of breath,Wheezing,Fever,Difficulty breathing,Nasal congestion,Sharp chest pain,Sore throat,Coryza,Vomiting,Headache,Chest tightness,],Acute bronchospasm "
",Acute glaucoma,[Diminished vision,Pain in eye,Symptoms of eye,Eye redness,Spots or clouds in vision,Foreign body sensation in eye,Itchiness of eye,Blindness,Lacrimation,Double vision,Eye burns or stings,],Acute glaucoma "
",Open wound of the chest,[Sharp chest pain,Drug abuse,Lip swelling,],Open wound of the chest "
",Dislocation of the patella,[Knee pain,Knee swelling,Fluid retention,Problems during pregnancy,Knee stiffness or tightness,],Dislocation of the patella "
",Sciatica,[Back pain,Leg pain,Low back pain,Hip pain,Lower body pain,Loss of sensation,Problems with movement,Paresthesia,Leg weakness,Back cramps or spasms,Leg cramps or spasms,Unusual color or odor to urine,],Sciatica "
",Hypercalcemia,[Weakness,Dizziness,Loss of sensation,Feeling ill,Hand or finger weakness,Allergic reaction,Arm cramps or spasms,Focal weakness,Retention of urine,Delusions or hallucinations,Irregular appearing nails,Leg weakness,],Hypercalcemia "
",Stress incontinence,[Involuntary urination,Frequent urination,Painful urination,Symptoms of bladder,Blood in urine,Retention of urine,Suprapubic pain,Hot flashes,Pelvic pain,Excessive urination at night,Weight gain,Intermenstrual bleeding,],Stress incontinence "
",Varicose veins,[Skin lesion,Leg pain,Peripheral edema,Ache all over,Lymphedema,Leg swelling,Leg cramps or spasms,Skin on leg or foot looks infected,Leg lump or mass,],Varicose veins "
",Benign kidney cyst,[Side pain,Sharp abdominal pain,Blood in urine,Vomiting,Back pain,Low back pain,Involuntary urination,Symptoms of the kidneys,Drainage in throat,Impotence,Symptoms of prostate,Decreased appetite,],Benign kidney cyst "
",Hydrocele of the testicle,[Swelling of scrotum,Pain in testicles,Groin pain,Mass in scrotum,Lower abdominal pain,Retention of urine,Groin mass,Excessive urination at night,Blood in urine,Symptoms of the scrotum and testes,Skin growth,Impotence,],Hydrocele of the testicle "
",Degenerative disc disease,[Back pain,Low back pain,Leg pain,Neck pain,Hip pain,Shoulder pain,Ache all over,Loss of sensation,Arm pain,Lower body pain,Paresthesia,Joint pain,],Degenerative disc disease "
",Hirsutism,[Unwanted hair,Unpredictable menstruation,Acne or pimples,Fatigue,Infertility,Abnormal appearing skin,Weight gain,Warts,Skin moles,Too little hair,Heavy menstrual flow,Apnea,],Hirsutism "
",Dislocation of the foot,[Foot or toe pain,Vomiting,Ankle pain,Knee weakness,Elbow weakness,Elbow cramps or spasms,Eye strain,Low back weakness,Wrist weakness,Underweight,Feeling hot and cold,Muscle swelling,],Dislocation of the foot "
",Hydronephrosis,[Side pain,Sharp abdominal pain,Back pain,Nausea,Vomiting,Blood in urine,Suprapubic pain,Symptoms of the kidneys,Lower abdominal pain,Lower body pain,Pain in testicles,Symptoms of bladder,],Hydronephrosis "
",Diverticulosis,[Sharp abdominal pain,Rectal bleeding,Constipation,Diarrhea,Blood in stool,Burning abdominal pain,Nausea,Vomiting,Lower abdominal pain,Melena,Upper abdominal pain,Heartburn,],Diverticulosis "
",Pain after an operation,[Sharp abdominal pain,Back pain,Sharp chest pain,Headache,Nausea,Vomiting,Low back pain,Toothache,Leg pain,Neck pain,Side pain,Lower abdominal pain,],Pain after an operation "
",Huntington disease,[Constipation,Problems with movement,Depression,Anxiety and nervousness,Back pain,Loss of sensation,Sharp abdominal pain,Drug abuse,Symptoms of the face,Elbow weakness,Low back weakness,Excessive growth,],Huntington disease "
",West Nile virus,[Pain in eye,Shoulder cramps or spasms,Facial pain,Ankle pain,Wrist pain,Pain during pregnancy,Excessive anger,Joint stiffness or tightness,Pain or soreness of breast,Knee lump or mass,Fatigue,Excessive urination at night,],West Nile virus "
",Lymphoma,[Fatigue,Neck mass,Regurgitation,Hoarse voice,Muscle pain,Mouth pain,Symptoms of the kidneys,Groin mass,Mouth ulcer,Stiffness all over,Shoulder lump or mass,Itchy ear(s),],Lymphoma "
",Dermatitis due to sun exposure,[Abnormal appearing skin,Skin lesion,Skin rash,Skin moles,Skin dryness, peeling, scaliness, or roughness,Irregular appearing scalp,Acne or pimples,Skin growth,Skin swelling,Symptoms of the face,Itchy scalp,Lack of growth,],Dermatitis due to sun exposure "
",Anemia due to chronic kidney disease,[Fatigue,Weakness,Shortness of breath,Peripheral edema,Ankle swelling,Recent weight loss,Polyuria,Feeling cold,Symptoms of the kidneys,Melena,],Anemia due to chronic kidney disease "
",Injury to internal organ,[Sharp abdominal pain,Side pain,Sharp chest pain,Rib pain,Ache all over,Back pain,Blood in urine,Retention of urine,Pain of the anus,Hurts to breath,Lymphedema,Frequent urination,],Injury to internal organ "
",Scleritis,[Pain in eye,Eye redness,Headache,Lacrimation,Spots or clouds in vision,Cloudy eye,Symptoms of eye,Vaginal itching,Pain during pregnancy,Abnormal appearing skin,Foreign body sensation in eye,Abnormal involuntary movements,],Scleritis "
",Pterygium,[Pain in eye,Symptoms of eye,Eye redness,Diminished vision,Itchiness of eye,Lacrimation,Foreign body sensation in eye,Eye burns or stings,Spots or clouds in vision,Eyelid swelling,Acne or pimples,Irregular appearing scalp,],Pterygium "
",Fungal infection of the skin,[Skin rash,Itching of skin,Abnormal appearing skin,Skin lesion,Irregular appearing scalp,Skin swelling,Too little hair,Skin dryness, peeling, scaliness, or roughness,Itchy scalp,Dry or flaky scalp,Acne or pimples,Irregular appearing nails,],Fungal infection of the skin "
",Insulin overdose,[Diarrhea,Weakness,Depressive or psychotic symptoms,Wrist weakness,Underweight,Elbow weakness,Nailbiting,Emotional symptoms,Feeling hot and cold,Low back weakness,Elbow cramps or spasms,Excessive growth,],Insulin overdose "
",Syndrome of inappropriate secretion of ADH (SIADH),[Dizziness,Shoulder pain,Neck pain,Headache,Fever,Nausea,Weakness,Feeling ill,Shoulder swelling,Vulvar sore,Eye strain,Cross-eyed,],Syndrome of inappropriate secretion of ADH (SIADH) "
",Foreign body in the ear,[Ear pain,Diminished hearing,Bleeding from ear,Fluid in ear,Throat feels tight,Skin irritation,Irregular appearing scalp,Throat irritation,Hysterical behavior,],Foreign body in the ear "
",Premenstrual tension syndrome,[Premenstrual tension or irritability,Headache,Unpredictable menstruation,Back pain,Long menstrual periods,Depressive or psychotic symptoms,Painful menstruation,Vomiting,Burning abdominal pain,Heavy menstrual flow,Lower abdominal pain,Pelvic pain,],Premenstrual tension syndrome "
",Orbital cellulitis,[Swollen eye,Eye redness,Pain in eye,Fever,Symptoms of eye,Eyelid swelling,Peripheral edema,Neck swelling,Itching of skin,Diminished vision,Diminished hearing,Facial pain,],Orbital cellulitis "
",Injury to the leg,[Knee pain,Foot or toe pain,Ankle pain,Leg pain,Knee swelling,Foot or toe swelling,Ankle swelling,Problems with movement,Leg swelling,Knee stiffness or tightness,Irregular appearing nails,Infant feeding problem,],Injury to the leg "
",Hepatic encephalopathy,[Depressive or psychotic symptoms,Sharp abdominal pain,Shortness of breath,Peripheral edema,Fainting,Weakness,Fatigue,Drug abuse,Problems with movement,Seizures,Abusing alcohol,Fluid retention,],Hepatic encephalopathy "
",Bone cancer,[Low back pain,Ache all over,Back pain,Leg pain,Fatigue,Peripheral edema,Rib pain,Problems with movement,Joint pain,Arm lump or mass,Muscle pain,Gum pain,],Bone cancer "
",Leishmaniasis,[Pain in eye,Shoulder cramps or spasms,Facial pain,Ankle pain,Wrist pain,Pain during pregnancy,Excessive anger,Joint stiffness or tightness,Pain or soreness of breast,Knee lump or mass,Fatigue,Excessive urination at night,],Leishmaniasis "
",Chagas disease,[Pain in eye,Shoulder cramps or spasms,Facial pain,Ankle pain,Wrist pain,Pain during pregnancy,Excessive anger,Joint stiffness or tightness,Pain or soreness of breast,Knee lump or mass,Fatigue,Excessive urination at night,],Chagas disease "
",Syringomyelia,[Back pain,Shoulder pain,Headache,Neck pain,Side pain,Leg weakness,Hand or finger swelling,Fainting,Pain or soreness of breast,Foot or toe pain,Shoulder swelling,Arm stiffness or tightness,],Syringomyelia "
",Pulmonary fibrosis,[Shortness of breath,Cough,Sharp chest pain,Difficulty breathing,Fever,Fainting,Coughing up sputum,Itchiness of eye,Chest tightness,Hemoptysis,Hurts to breath,Palpitations,],Pulmonary fibrosis "
",Mitral valve disease,[Sharp chest pain,Palpitations,Shortness of breath,Fatigue,Dizziness,Chest tightness,Increased heart rate,Irregular heartbeat,Weight gain,Sweating,Drainage in throat,Nightmares,],Mitral valve disease "
",Parkinson disease,[Abnormal involuntary movements,Problems with movement,Disturbance of memory,Dizziness,Weakness,Stiffness all over,Leg weakness,Focal weakness,Muscle stiffness or tightness,Difficulty speaking,Leg stiffness or tightness,Fears and phobias,],Parkinson disease "
",Gout,[Foot or toe pain,Knee pain,Foot or toe swelling,Ankle pain,Wrist pain,Hand or finger pain,Hand or finger swelling,Joint pain,Ankle swelling,Knee swelling,Leg swelling,Wrist swelling,],Gout "
",Otitis media,[Ear pain,Fever,Cough,Nasal congestion,Sore throat,Vomiting,Redness in ear,Pulling at ears,Coryza,Fluid in ear,Diminished hearing,Plugged feeling in ear,],Otitis media "
",Drug abuse (opioids),[Drug abuse,Depressive or psychotic symptoms,Depression,Anxiety and nervousness,Abusing alcohol,Insomnia,Delusions or hallucinations,Excessive anger,Temper problems,Antisocial behavior,Low self-esteem,Restlessness,],Drug abuse (opioids) "
",Myelodysplastic syndrome,[Fatigue,Chills,Difficulty speaking,Coughing up sputum,],Myelodysplastic syndrome "
",Fracture of the shoulder,[Shoulder pain,Arm pain,Bones are painful,Arm stiffness or tightness,Shoulder swelling,Fluid retention,Shoulder stiffness or tightness,Changes in stool appearance,Mass on ear,Arm weakness,Stiffness all over,Neck swelling,],Fracture of the shoulder "
",Acute kidney injury,[Shortness of breath,Weakness,Vomiting,Dizziness,Nausea,Sharp abdominal pain,Sharp chest pain,Kidney mass,Symptoms of the kidneys,Peripheral edema,Blood in urine,Retention of urine,],Acute kidney injury "
",Threatened pregnancy,[Spotting or bleeding during pregnancy,Sharp abdominal pain,Pain during pregnancy,Uterine contractions,Problems during pregnancy,Lower abdominal pain,Cramps and spasms,Back pain,Intermenstrual bleeding,Pelvic pain,Blood clots during menstrual periods,Vaginal discharge,],Threatened pregnancy "
",Intracranial abscess,[Seizures,Fever,Back pain,Headache,Low back pain,Depressive or psychotic symptoms,Leg pain,Fatigue,Neck pain,Sharp chest pain,Weakness,Slurring words,],Intracranial abscess "
",Gum disease,[Toothache,Gum pain,Facial pain,Peripheral edema,Fever,Ear pain,Mouth ulcer,Mouth pain,Bleeding gums,Pain in gums,Lip swelling,Jaw swelling,],Gum disease "
",Open wound from surgical incision,[Skin lesion,Skin swelling,Recent pregnancy,Knee swelling,Flatulence,Skin on leg or foot looks infected,Heavy menstrual flow,Sneezing,],Open wound from surgical incision "
",Gastrointestinal hemorrhage,[Blood in stool,Rectal bleeding,Sharp abdominal pain,Melena,Vomiting,Diarrhea,Vomiting blood,Changes in stool appearance,Weakness,Nausea,Dizziness,Fainting,],Gastrointestinal hemorrhage "
",Seborrheic dermatitis,[Skin rash,Skin dryness, peeling, scaliness, or roughness,Abnormal appearing skin,Itching of skin,Irregular appearing scalp,Dry or flaky scalp,Itchy scalp,Acne or pimples,Skin lesion,Too little hair,Skin growth,Symptoms of the face,],Seborrheic dermatitis "
",Drug abuse (methamphetamine),[Drug abuse,Depressive or psychotic symptoms,Anxiety and nervousness,Depression,Shortness of breath,Delusions or hallucinations,Fears and phobias,Hostile behavior,Abusing alcohol,Palpitations,Feeling ill,Pain during pregnancy,],Drug abuse (methamphetamine) "
",Torticollis,[Neck pain,Neck stiffness or tightness,Headache,Neck cramps or spasms,Shoulder pain,Back pain,Arm pain,Abnormal involuntary movements,Throat swelling,Cramps and spasms,Leg weakness,Shoulder lump or mass,],Torticollis "
",Poisoning due to antihypertensives,[Depressive or psychotic symptoms,Dizziness,Itching of skin,Skin rash,Weakness,Diarrhea,Nausea,Swollen tongue,Focal weakness,Sharp abdominal pain,Feeling hot,Allergic reaction,],Poisoning due to antihypertensives "
",Tension headache,[Headache,Neck pain,Nausea,Dizziness,Anxiety and nervousness,Chills,Neck stiffness or tightness,Painful menstruation,Painful sinuses,Symptoms of the face,Bleeding from ear,Back cramps or spasms,],Tension headache "
",Alcohol intoxication,[Abusing alcohol,Depressive or psychotic symptoms,Vomiting,Depression,Sharp abdominal pain,Sharp chest pain,Anxiety and nervousness,Nausea,Fainting,Abnormal involuntary movements,Delusions or hallucinations,Problems with movement,],Alcohol intoxication "
",Scurvy,[Sharp abdominal pain,Skin moles,Knee lump or mass,Excessive growth,Pelvic pressure,Vulvar sore,Loss of sex drive,Bedwetting,Neck cramps or spasms,Shoulder swelling,Eye strain,Joint stiffness or tightness,],Scurvy "
",Narcolepsy,[Sleepiness,Fatigue,Apnea,Headache,Abnormal involuntary movements,Shortness of breath,Abnormal breathing sounds,Insomnia,Weight gain,Temper problems,Disturbance of memory,Delusions or hallucinations,],Narcolepsy "
",Food allergy,[Allergic reaction,Skin rash,Itching of skin,Nasal congestion,Vomiting,Wheezing,Cough,Abnormal appearing skin,Lip swelling,Peripheral edema,Sneezing,Hand or finger swelling,],Food allergy "
",Labyrinthitis,[Dizziness,Nausea,Vomiting,Headache,Weakness,Ear pain,Loss of sensation,Diminished hearing,Ringing in ear,Plugged feeling in ear,Sweating,Spots or clouds in vision,],Labyrinthitis "
",Anxiety,[Anxiety and nervousness,Depression,Sharp chest pain,Depressive or psychotic symptoms,Shortness of breath,Headache,Insomnia,Palpitations,Abnormal involuntary movements,Irregular heartbeat,Fears and phobias,Increased heart rate,],Anxiety "
",Impulse control disorder,[Depressive or psychotic symptoms,Anxiety and nervousness,Hostile behavior,Depression,Excessive anger,Temper problems,Insomnia,Obsessions and compulsions,Delusions or hallucinations,Excessive appetite,Antisocial behavior,Long menstrual periods,],Impulse control disorder "
",Stenosis of the tear duct,[Lacrimation,Symptoms of eye,Eye redness,Nasal congestion,Cough,Abnormal movement of eyelid,Skin rash,Diaper rash,Decreased appetite,Eye burns or stings,Eyelid swelling,White discharge from eye,],Stenosis of the tear duct "
",Abscess of nose,[Nasal congestion,Cough,Fever,Coryza,Sore throat,Sinus congestion,Ear pain,Vomiting,Headache,Abnormal breathing sounds,Irritable infant,Decreased appetite,],Abscess of nose "
",Omphalitis,[Irregular belly button,Flatulence,Irritable infant,Diaper rash,Jaundice,Skin rash,Low back weakness,Back weakness,Emotional symptoms,Pus in sputum,Elbow cramps or spasms,Muscle swelling,],Omphalitis "
",Leukemia,[Fatigue,Fever,Mouth pain,Pallor,Muscle stiffness or tightness,Symptoms of the kidneys,Bleeding gums,],Leukemia "
",Bell palsy,[Focal weakness,Loss of sensation,Symptoms of the face,Headache,Facial pain,Weakness,Peripheral edema,Symptoms of eye,Paresthesia,Diminished vision,Eyelid lesion or rash,Abnormal involuntary movements,],Bell palsy "
",Conjunctivitis due to allergy,[Eye redness,Itchiness of eye,Pain in eye,Lacrimation,Nasal congestion,Swollen eye,Eye burns or stings,Symptoms of eye,Diminished vision,Allergic reaction,Cough,Sneezing,],Conjunctivitis due to allergy "
",Drug reaction,[Skin rash,Allergic reaction,Itching of skin,Dizziness,Peripheral edema,Lip swelling,Nausea,Shortness of breath,Headache,Vomiting,Abnormal appearing skin,Throat swelling,],Drug reaction "
",Adrenal cancer,[Skin rash,Dizziness,Cough,Diaper rash,Sweating,Chills,Diminished hearing,Nosebleed,],Adrenal cancer "
",Myopia,[Diminished vision,Spots or clouds in vision,Pain in eye,Symptoms of eye,Eye redness,Foreign body sensation in eye,Itchiness of eye,Lacrimation,Eye moves abnormally,Blindness,Eye deviation,Abnormal movement of eyelid,],Myopia "
",Osteoarthritis,[Knee pain,Hip pain,Shoulder pain,Back pain,Leg pain,Hand or finger pain,Joint pain,Knee swelling,Ankle pain,Elbow pain,Muscle pain,Knee weakness,],Osteoarthritis "
",Thyroid disease,[Neck mass,Difficulty in swallowing,Hot flashes,Neck swelling,Hostile behavior,Lump in throat,Too little hair,Drainage in throat,Double vision,Throat feels tight,Blindness,Restlessness,],Thyroid disease "
",Pharyngitis,[Cough,Fever,Sore throat,Wheezing,Difficulty in swallowing,Hoarse voice,Coryza,Hurts to breath,Sharp abdominal pain,Nausea,Ear pain,Nasal congestion,],Pharyngitis "
",Chronic rheumatic fever,[Shortness of breath,Sharp chest pain,Palpitations,Difficulty breathing,Dizziness,Chest tightness,Increased heart rate,Drainage in throat,Restlessness,Throat feels tight,Smoking problems,Fluid in ear,],Chronic rheumatic fever "
",Hypocalcemia,[Shortness of breath,Sharp abdominal pain,Loss of sensation,Seizures,Weakness,Paresthesia,Sharp chest pain,Constipation,Abnormal involuntary movements,Diarrhea,Nausea,Leg weakness,],Hypocalcemia "
",Macular degeneration,[Diminished vision,Spots or clouds in vision,Symptoms of eye,Pain in eye,Lacrimation,Blindness,Itchiness of eye,Foreign body sensation in eye,Double vision,Eye burns or stings,Bleeding from eye,Abnormal movement of eyelid,],Macular degeneration "
",Pneumonia,[Cough,Fever,Shortness of breath,Sharp chest pain,Nasal congestion,Difficulty breathing,Vomiting,Weakness,Sore throat,Wheezing,Coryza,Chills,],Pneumonia "
",Cold sore,[Skin rash,Lip sore,Mouth ulcer,Fever,Lip swelling,Skin lesion,Sore throat,Vaginal itching,Vaginal discharge,Itching of skin,Skin swelling,Peripheral edema,],Cold sore "
",Premature ventricular contractions (PVCs),[Palpitations,Irregular heartbeat,Sharp chest pain,Fainting,Shortness of breath,Increased heart rate,Difficulty breathing,Chest tightness,Sleepiness,Apnea,Impotence,Back cramps or spasms,],Premature ventricular contractions (PVCs) "
",Chancroid,[Pain in eye,Shoulder cramps or spasms,Facial pain,Ankle pain,Wrist pain,Pain during pregnancy,Excessive anger,Joint stiffness or tightness,Pain or soreness of breast,Knee lump or mass,Fatigue,Excessive urination at night,],Chancroid "
",Testicular cancer,[Mass in scrotum,Anxiety and nervousness,Ache all over,Nausea,Groin pain,Symptoms of the scrotum and testes,Skin on arm or hand looks infected,Blood in urine,Chills,Diminished hearing,Pain in testicles,Painful urination,],Testicular cancer "
",Hydrocephalus,[Headache,Seizures,Vomiting,Depressive or psychotic symptoms,Problems with movement,Difficulty speaking,Paresthesia,Focal weakness,Disturbance of memory,Abnormal involuntary movements,Arm stiffness or tightness,Lack of growth,],Hydrocephalus "
",Breast cancer,[Lump or mass of breast,Pain or soreness of breast,Hot flashes,Bleeding or discharge from nipple,Joint stiffness or tightness,],Breast cancer "
",Anemia due to malignancy,[Fatigue,Shortness of breath,Difficulty in swallowing,Pain of the anus,Nosebleed,Vaginal pain,Mouth pain,Hot flashes,Flatulence,],Anemia due to malignancy "
",Esophageal varices,[Burning abdominal pain,Nausea,Changes in stool appearance,Dizziness,Weakness,Lower abdominal pain,Sharp abdominal pain,Difficulty in swallowing,Melena,Itching of skin,Pain of the anus,Decreased appetite,],Esophageal varices "
",Endometrial cancer,[Vaginal bleeding after menopause,Intermenstrual bleeding,Pelvic pain,Hot flashes,Long menstrual periods,Vaginal discharge,Vaginal itching,Cramps and spasms,Unpredictable menstruation,Infrequent menstruation,Mass on vulva,Absence of menstruation,],Endometrial cancer "
",Cystic Fibrosis,[Cough,Feeling ill,Decreased appetite,Intermenstrual bleeding,Hemoptysis,Bleeding gums,Spots or clouds in vision,Sinus congestion,Drainage in throat,Muscle pain,],Cystic Fibrosis "
",Intertrigo (skin condition),[Skin rash,Abnormal appearing skin,Skin dryness, peeling, scaliness, or roughness,Skin swelling,Skin irritation,Neck pain,Skin lesion,Itching of skin,Acne or pimples,Skin growth,Foot or toe swelling,Skin moles,],Intertrigo (skin condition) "
",Parathyroid adenoma,[Shoulder pain,Weakness,Anxiety and nervousness,Disturbance of memory,Fluid retention,Flu-like syndrome,Throat feels tight,Weight gain,Symptoms of the kidneys,Tongue lesions,Difficulty in swallowing,Flatulence,],Parathyroid adenoma "
",Glucocorticoid deficiency,[Shortness of breath,Weakness,Diarrhea,Problems with movement,Side pain,Lack of growth,Symptoms of the kidneys,Muscle cramps, contractures, or spasms,Drug abuse,Rib pain,Feeling ill,Apnea,],Glucocorticoid deficiency "
",Temporomandibular joint disorder,[Facial pain,Ear pain,Headache,Neck pain,Nasal congestion,Sore throat,Toothache,Ringing in ear,Diminished hearing,Pain in eye,Jaw pain,Redness in ear,],Temporomandibular joint disorder "
",Wilson disease,[Sleepiness,Diminished vision,Fatigue,Abnormal breathing sounds,Insomnia,Cough,Apnea,Problems with movement,Fainting,Difficulty in swallowing,Weakness,Difficulty eating,],Wilson disease "
",Vesicoureteral reflux,[Suprapubic pain,Fever,Blood in urine,Constipation,Symptoms of the kidneys,Involuntary urination,Fluid in ear,Regurgitation,],Vesicoureteral reflux "
",Vitamin A deficiency,[Fatigue,Hand or finger pain,Knee lump or mass,Eye strain,Excessive growth,Pelvic pressure,Bedwetting,Vulvar sore,Loss of sex drive,Neck cramps or spasms,Joint stiffness or tightness,Shoulder swelling,],Vitamin A deficiency "
",Gonorrhea,[Penile discharge,Sharp abdominal pain,Vaginal discharge,Vaginal itching,Painful urination,Penis redness,Problems with movement,Paresthesia,Itching of skin,Vaginal pain,Spotting or bleeding during pregnancy,Cramps and spasms,],Gonorrhea "
",Fracture of the rib,[Rib pain,Sharp chest pain,Back pain,Side pain,Shoulder pain,Ache all over,Arm pain,Shortness of breath,Hurts to breath,Hip pain,Bones are painful,Back mass or lump,],Fracture of the rib "
",Ependymoma,[Diminished vision,Pain in eye,Headache,Eyelid swelling,Symptoms of eye,Abnormal appearing skin,Eye redness,Emotional symptoms,Elbow cramps or spasms,Pus in sputum,Elbow weakness,Muscle swelling,],Ependymoma "
",Hepatitis due to a toxin,[Sharp abdominal pain,Nausea,Diarrhea,Vomiting,Depression,Fatigue,Jaundice,Itching of skin,Feeling ill,Upper abdominal pain,Flu-like syndrome,Rectal bleeding,],Hepatitis due to a toxin "
",Vaginal cyst,[Sharp abdominal pain,Spotting or bleeding during pregnancy,Pelvic pain,Vaginal pain,Lower abdominal pain,Vaginal discharge,Cramps and spasms,Intermenstrual bleeding,Blood clots during menstrual periods,Pain during pregnancy,Heavy menstrual flow,Problems during pregnancy,],Vaginal cyst "
",Open wound of the shoulder,[Shoulder pain,Arm pain,Shoulder stiffness or tightness,Arm swelling,Abusing alcohol,Elbow pain,Wrist pain,],Open wound of the shoulder "
",Ectopic pregnancy,[Sharp abdominal pain,Pain during pregnancy,Spotting or bleeding during pregnancy,Lower abdominal pain,Pelvic pain,Nausea,Dizziness,Cramps and spasms,Intermenstrual bleeding,Burning abdominal pain,Vaginal discharge,Problems during pregnancy,],Ectopic pregnancy "
",Chronic knee pain,[Knee pain,Leg pain,Knee swelling,Back pain,Hip pain,Leg swelling,Knee stiffness or tightness,Joint pain,Knee weakness,],Chronic knee pain "
",Pinguecula,[Symptoms of eye,Lacrimation,Double vision,Headache,Spots or clouds in vision,Sleepiness,Paresthesia,Pain in eye,Apnea,Diminished vision,Abnormal breathing sounds,Itching of scrotum,],Pinguecula "
",Hypergammaglobulinemia,[Fatigue,Hip stiffness or tightness,Blood in stool,Knee stiffness or tightness,],Hypergammaglobulinemia "
",Alcohol abuse,[Abusing alcohol,Depressive or psychotic symptoms,Drug abuse,Depression,Anxiety and nervousness,Hostile behavior,Delusions or hallucinations,Excessive anger,Vomiting blood,Smoking problems,Slurring words,Low self-esteem,],Alcohol abuse "
",Carpal tunnel syndrome,[Loss of sensation,Hand or finger pain,Wrist pain,Paresthesia,Arm pain,Neck pain,Hand or finger weakness,Elbow pain,Hand or finger stiffness or tightness,Hand or finger swelling,Arm weakness,Wrist swelling,],Carpal tunnel syndrome "
",Pituitary disorder,[Headache,Lack of growth,Pain in eye,Sleepiness,Bleeding or discharge from nipple,Mouth pain,Acne or pimples,Hot flashes,Fluid retention,Postpartum problems of the breast,Infertility,Weight gain,],Pituitary disorder "
",Kidney stone,[Side pain,Sharp abdominal pain,Back pain,Vomiting,Nausea,Blood in urine,Lower abdominal pain,Low back pain,Painful urination,Frequent urination,Retention of urine,Suprapubic pain,],Kidney stone "
",Autism,[Seizures,Depressive or psychotic symptoms,Hostile behavior,Lack of growth,Constipation,Temper problems,Antisocial behavior,Difficulty speaking,Restlessness,Obsessions and compulsions,Long menstrual periods,Eyelid retracted,],Autism "
",Cat scratch disease,[Neck swelling,Skin swelling,Groin mass,Skin rash,Loss of sensation,Arm swelling,Skin lesion,Headache,Fever,Swollen eye,Arm lump or mass,Itchy eyelid,],Cat scratch disease "
",Chronic glaucoma,[Diminished vision,Pain in eye,Symptoms of eye,Spots or clouds in vision,Lacrimation,Foreign body sensation in eye,Blindness,Itchiness of eye,Eye burns or stings,White discharge from eye,Double vision,Mass on eyelid,],Chronic glaucoma "
",Retinal detachment,[Spots or clouds in vision,Diminished vision,Blindness,Symptoms of eye,Pain in eye,Itchiness of eye,Eye burns or stings,Lacrimation,Cloudy eye,Abnormal movement of eyelid,Bleeding from eye,Double vision,],Retinal detachment "
",Aplastic anemia,[Fatigue,Fever,Weakness,Nausea,Slurring words,Feeling cold,Lack of growth,Hot flashes,Mouth dryness,Vomiting blood,Fluid retention,Leg weakness,],Aplastic anemia "
",Overflow incontinence,[Retention of urine,Involuntary urination,Symptoms of bladder,Frequent urination,Suprapubic pain,Blood in urine,Excessive urination at night,Impotence,Symptoms of prostate,Hand or finger stiffness or tightness,Focal weakness,Hesitancy,],Overflow incontinence "
",Rabies,[Pain in eye,Shoulder cramps or spasms,Facial pain,Ankle pain,Wrist pain,Pain during pregnancy,Excessive anger,Joint stiffness or tightness,Pain or soreness of breast,Knee lump or mass,Fatigue,Excessive urination at night,],Rabies "
",Hemolytic anemia,[Fatigue,Cough,Nausea,Weakness,Fever,Peripheral edema,Allergic reaction,Itching of skin,Joint pain,Skin growth,Swollen abdomen,Stomach bloating,],Hemolytic anemia "
",Lateral epicondylitis (tennis elbow),[Elbow pain,Arm pain,Shoulder pain,Loss of sensation,Wrist pain,Hand or finger pain,Paresthesia,Elbow lump or mass,Elbow swelling,Joint pain,Irregular belly button,Hand or finger stiffness or tightness,],Lateral epicondylitis (tennis elbow) "
",Open wound of the eye,[Pain in eye,Diminished vision,Symptoms of eye,Spots or clouds in vision,Swollen eye,Foreign body sensation in eye,Bleeding from eye,Itchiness of eye,Knee weakness,White discharge from eye,Blindness,],Open wound of the eye "
",Syphilis,[Skin rash,Headache,Vaginal discharge,Foot or toe swelling,Itching of skin,Arm lump or mass,Problems during pregnancy,Muscle pain,Congestion in chest,Disturbance of memory,Muscle weakness,Increased heart rate,],Syphilis "
",Diabetic kidney disease,[Leg swelling,Impotence,Hurts to breath,Lack of growth,Thirst,Delusions or hallucinations,Irregular appearing nails,Symptoms of the kidneys,Leg cramps or spasms,Heartburn,Blood in stool,Excessive anger,],Diabetic kidney disease "
",Nose disorder,[Nasal congestion,Cough,Fever,Sore throat,Headache,Coryza,Ear pain,Difficulty breathing,Painful sinuses,Facial pain,Sinus congestion,Nosebleed,],Nose disorder "
",Drug withdrawal,[Vomiting,Nausea,Antisocial behavior,Anxiety and nervousness,Chills,Diarrhea,Sharp abdominal pain,Depression,Ache all over,Seizures,Abnormal involuntary movements,Dizziness,],Drug withdrawal "
",Dental caries,[Toothache,Gum pain,Facial pain,Peripheral edema,Ear pain,Mouth pain,Jaw swelling,Skin swelling,Pain in gums,Neck swelling,Skin irritation,Restlessness,],Dental caries "
",Hypercholesterolemia,[Sharp chest pain,Palpitations,Weight gain,Excessive urination at night,Hand or finger stiffness or tightness,],Hypercholesterolemia "
